0.754224;0.027521;0.092530;0.004133;0.007319;0.000000;0.000000;0.332380;0.456000;0.000000;0.244576;0.853301;0.334124;0.904839;0.500000;0.125000;0.689211;0.686032;0.681949;0.168919;0.500000;2.000000;1.000000
0.804639;0.020875;0.000000;0.018811;0.013323;0.000000;0.000000;0.594659;0.269895;0.043956;0.116371;0.939987;0.321440;0.959932;0.444444;0.000000;0.710645;0.730098;0.730465;0.101351;0.500000;6.000000;1.000000
0.899169;0.000000;0.000000;0.006776;0.000000;0.000000;0.000000;0.773486;0.069474;0.000000;0.181460;0.153147;0.816091;0.759594;0.111111;0.125000;0.764229;0.785180;0.778981;0.006757;0.500000;10.000000;2.000000
0.855055;0.000000;0.000000;0.023028;0.023300;0.000000;0.000000;0.380067;0.184000;0.000000;0.345168;0.679930;0.384857;0.814687;0.388889;0.000000;0.726720;0.730098;0.735856;0.114865;1.000000;7.000000;1.000000
0.836149;0.000000;0.002781;0.006958;0.000000;0.000000;0.000000;0.690033;0.069474;0.186813;0.175542;0.146479;0.790725;0.734552;0.111111;0.000000;0.726720;0.746623;0.735856;0.006757;0.500000;1.000000;1.000000
0.848753;0.000000;0.014486;0.003020;0.000000;0.000000;0.000000;0.821173;0.040842;0.857143;0.076923;0.059793;0.835116;0.704501;0.055556;0.000000;0.726720;0.746623;0.735856;0.000000;0.500000;9.000000;3.000000
0.836149;0.000000;0.000000;0.003510;0.037292;0.000000;0.000000;0.439676;0.184000;0.043956;0.287968;0.539899;0.448274;0.759594;0.222222;0.000000;0.726720;0.713573;0.730465;0.162162;1.000000;7.000000;1.000000
0.810941;0.000000;0.011966;0.017960;0.074201;0.000000;0.000000;0.260849;0.685053;0.000000;0.000000;0.919982;0.315099;0.939898;0.388889;0.250000;0.689211;0.625442;0.644214;0.405405;0.500000;7.000000;1.000000
0.886565;0.011552;0.000000;0.000000;0.000000;0.000000;0.000000;0.535050;0.155368;0.000000;0.317554;0.666593;0.441932;0.849746;0.055556;0.000000;0.817813;0.829246;0.816716;0.047297;1.000000;2.000000;1.000000
0.817243;0.003946;0.000000;0.010668;0.000000;0.000000;0.000000;0.284692;0.169684;0.131868;0.149901;0.233165;0.759016;0.774619;0.055556;0.000000;0.716003;0.730098;0.725074;0.006757;0.500000;1.000000;1.000000
0.747922;0.014915;0.000000;0.013440;0.000000;0.000000;0.000000;0.368145;0.198316;0.000000;0.211045;0.893310;0.365832;0.959932;0.388889;0.000000;0.678494;0.697049;0.681949;0.047297;0.500000;2.000000;1.000000
0.867659;0.006680;0.000000;0.015049;0.000000;0.000000;0.000000;0.511207;0.141053;0.208791;0.228797;0.293178;0.816091;0.864772;0.444444;0.250000;0.866039;0.851278;0.854451;0.060811;0.500000;5.000000;2.000000
0.842451;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.952313;0.026526;0.989011;0.025641;0.019784;0.841458;0.679459;0.055556;0.000000;0.721361;0.735606;0.730465;0.000000;1.000000;9.000000;3.000000
0.754224;0.017647;0.000908;0.002272;0.000000;0.000000;0.000000;0.606581;0.184000;0.032967;0.218935;0.753301;0.372174;0.859763;0.888889;0.125000;0.624910;0.697049;0.692730;0.155405;0.500000;2.000000;1.000000
0.867659;0.000000;0.000000;0.014224;0.000000;0.000000;0.000000;0.773486;0.055158;0.153846;0.138067;0.133219;0.816091;0.744569;0.166667;0.000000;0.753512;0.768655;0.762809;0.006757;0.500000;10.000000;2.000000
0.905471;0.000000;0.001816;0.002272;0.004023;0.000000;0.000000;0.928469;0.083789;0.252747;0.216963;0.839979;0.467299;1.000000;0.277778;0.000000;0.780304;0.796196;0.789763;0.020270;0.500000;10.000000;2.000000
0.754224;0.012605;0.000000;0.024990;0.008045;0.000000;0.000000;0.594659;0.226947;0.076923;0.159763;0.786639;0.334124;0.854755;0.388889;0.250000;0.667777;0.691541;0.681949;0.094595;0.500000;2.000000;1.000000
0.892867;0.004068;0.000000;0.018330;0.051931;0.000000;0.000000;0.296614;0.441684;0.000000;0.049310;0.959995;0.315099;0.969949;0.388889;0.000000;0.764229;0.708065;0.735856;0.378378;0.500000;7.000000;1.000000
0.836149;0.000000;0.008974;0.007483;0.000000;0.000000;0.000000;0.725799;0.069474;0.043956;0.153846;0.106549;0.809750;0.719526;0.055556;0.000000;0.721361;0.741114;0.730465;0.000000;0.500000;10.000000;2.000000
0.993698;0.029252;0.033369;0.008787;0.000000;0.000000;0.000000;0.475441;0.126737;0.000000;0.000000;0.266570;1.000000;0.989983;0.055556;0.000000;0.994642;1.000000;1.000000;0.060811;1.000000;4.000000;1.000000
0.722714;0.015126;0.086275;0.013631;0.012068;0.000000;0.000000;0.272771;0.484632;0.000000;0.370809;0.866649;0.334139;0.909848;0.500000;0.000000;0.635626;0.650797;0.654605;0.141892;0.500000;6.000000;1.000000
0.905471;0.031254;0.000000;0.016094;0.000000;0.000000;0.000000;0.391989;0.155368;0.000000;0.104536;0.359916;0.773737;0.869780;0.055556;0.000000;0.828530;0.864825;0.860728;0.033784;0.500000;2.000000;1.000000
